taxid,lineage,parent_taxid,species,no rank,genus,family,order,class,phylum,clade,superkingdom,species group,subclass,superfamily,superorder,infraclass,kingdom,subphylum,strain,subspecies,suborder,subfamily,subkingdom,section,subgenus,tribe,species subgroup
59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,prevotella sp.,root,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
171549,"[171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",200643,,root,,,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
186803,"[186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,root,,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
5476,"[5476, 5475, 1535325, 766764, 2916678, 4892, 4891, 147537, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5475,candida albicans,root,candida,debaryomycetaceae,saccharomycetales,saccharomycetes,ascomycota,opisthokonta,eukaryota,,,,,,fungi,saccharomycotina,,,,,dikarya,,,,
5476,"[5476, 5475, 1535325, 766764, 2916678, 4892, 4891, 147537, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5475,candida albicans,root,candida,debaryomycetaceae,saccharomycetales,saccharomycetes,ascomycota,opisthokonta,eukaryota,,,,,,fungi,saccharomycotina,,,,,dikarya,,,,
43675,"[43675, 32207, 1268, 85006, 1760, 201174, 1783272, 2, 131567, 1]",32207,rothia mucilaginosa,root,rothia,micrococcaceae,micrococcales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1283313,"[1283313, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171552,,root,alloprevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
487,"[487, 482, 481, 206351, 28216, 1224, 2, 131567, 1]",482,neisseria meningitidis,root,neisseria,neisseriaceae,neisseriales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
32067,"[32067, 1129771, 203491, 203490, 32066, 2, 131567, 1]",1129771,,root,leptotrichia,leptotrichiaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria,,,,,,,,,,,,,,,,
851,"[851, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",848,fusobacterium nucleatum,root,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria,,,,,,,,,,,,,,,,
1107316,"[1107316, 482, 481, 206351, 28216, 1224, 2, 131567, 1]",482,neisseria oralis,root,neisseria,neisseriaceae,neisseriales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
68892,"[68892, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,streptococcus infantis,root,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
47671,"[47671, 47670, 119060, 80840, 28216, 1224, 2, 131567, 1]",47670,lautropia mirabilis,root,lautropia,burkholderiaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
1379,"[1379, 1378, 539738, 1385, 91061, 1239, 1783272, 2, 131567, 1]",1378,gemella haemolysans,root,gemella,gemellaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
194,"[194, 72294, 213849, 3031852, 29547, 2, 131567, 1]",72294,,root,campylobacter,campylobacteraceae,campylobacterales,epsilonproteobacteria,campylobacterota,,bacteria,,,,,,,,,,,,,,,,
32067,"[32067, 1129771, 203491, 203490, 32066, 2, 131567, 1]",1129771,,root,leptotrichia,leptotrichiaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria,,,,,,,,,,,,,,,,
43675,"[43675, 32207, 1268, 85006, 1760, 201174, 1783272, 2, 131567, 1]",32207,rothia mucilaginosa,root,rothia,micrococcaceae,micrococcales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
214856,"[214856, 239759, 171550, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",239759,alistipes finegoldii,root,alistipes,rikenellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
189330,"[189330, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,dorea,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
626932,"[626932, 239759, 171550, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",239759,alistipes indistinctus,root,alistipes,rikenellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
40519,"[40519, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1263,ruminococcus callidus,root,ruminococcus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
454154,"[454154, 577309, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",577309,paraprevotella clara,root,paraprevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
29465,"[29465, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,root,veillonella,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
291644,"[291644, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides salyersiae,root,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
454155,"[454155, 577309, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",577309,paraprevotella xylaniphila,root,paraprevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
570,"[570, 2890311, 543, 91347, 1236, 1224, 2, 131567, 1]",2890311,,root,klebsiella,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
1891238,"[1891238, 80841, 80840, 28216, 1224, 2, 131567, 1]",80841,burkholderiales bacterium,root,,,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
818,"[818, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides thetaiotaomicron,root,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
39491,"[39491, 1766253, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1766253,agathobacter rectalis,root,agathobacter,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,streptococcus sp.,root,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1378,"[1378, 539738, 1385, 91061, 1239, 1783272, 2, 131567, 1]",539738,,root,gemella,gemellaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
32207,"[32207, 1268, 85006, 1760, 201174, 1783272, 2, 131567, 1]",1268,,root,rothia,micrococcaceae,micrococcales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1262,"[1262, 2652281, 1257, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2652281,peptostreptococcus sp.,root,peptostreptococcus,peptostreptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,lactobacillus sp.,root,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
836,"[836, 171551, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171551,,root,porphyromonas,porphyromonadaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,prevotella sp.,root,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
482,"[482, 481, 206351, 28216, 1224, 2, 131567, 1]",481,,root,neisseria,neisseriaceae,neisseriales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
32067,"[32067, 1129771, 203491, 203490, 32066, 2, 131567, 1]",1129771,,root,leptotrichia,leptotrichiaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria,,,,,,,,,,,,,,,,
44737,"[44737, 2640652, 1016, 49546, 200644, 117743, 976, 68336, 1783270, 2, 131567, 1]",2640652,capnocytophaga sp.,root,capnocytophaga,flavobacteriaceae,flavobacteriales,flavobacteriia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
713,"[713, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,root,actinobacillus,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
265975,"[265975, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,oribacterium,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
2701,"[2701, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",31953,,root,gardnerella,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,lactobacillus sp.,root,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
59505,"[59505, 1653174, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",1653174,actinotignum schaalii,root,actinotignum,actinomycetaceae,actinomycetales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
33007,"[33007, 2692118, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2692118,winkia neuii,root,winkia,actinomycetaceae,actinomycetales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1376,"[1376, 1375, 186827, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1375,aerococcus urinae,root,aerococcus,aerococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
156979,"[156979, 1742991, 1268, 85006, 1760, 201174, 1783272, 2, 131567, 1]",1742991,pseudoglutamicibacter cumminsii,root,pseudoglutamicibacter,micrococcaceae,micrococcales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
53374,"[53374, 1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1716,corynebacterium coyleae,root,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
156976,"[156976, 1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1716,corynebacterium riegelii,root,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
2702,"[2702, 2701, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2701,gardnerella vaginalis,root,gardnerella,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1596,"[1596, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1578,lactobacillus gasseri,root,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
90245,"[90245, 90243, 506, 80840, 28216, 1224, 2, 131567, 1]",90243,oligella urethralis,root,oligella,alcaligenaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
1328,"[1328, 671232, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",671232,streptococcus anginosus,root,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,streptococcus anginosus group,,,,,,,,,,,,,,,
29387,"[29387, 91994, 1279, 90964, 1385, 91061, 1239, 1783272, 2, 131567, 1]",91994,staphylococcus sp.,root,staphylococcus,staphylococcaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
47770,"[47770, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1578,lactobacillus crispatus,root,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
538,"[538, 481, 206351, 28216, 1224, 2, 131567, 1]",481,,root,eikenella,neisseriaceae,neisseriales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
528,"[528, 2826938, 118882, 356, 28211, 1224, 2, 131567, 1]",2826938,,root,ochrobactrum,brucellaceae,hyphomicrobiales,alphaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
28050,"[28050, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,lachnospira,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
118747,"[118747, 128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",128827,,root,bulleidia,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
409,"[409, 2615210, 407, 119045, 356, 28211, 1224, 2, 131567, 1]",2615210,methylobacterium sp.,root,methylobacterium,methylobacteriaceae,hyphomicrobiales,alphaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,streptococcus sp.,root,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
37914,"[37914, 85029, 85007, 1760, 201174, 1783272, 2, 131567, 1]",85029,,root,dietzia,dietziaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1696,"[1696, 85019, 85006, 1760, 201174, 1783272, 2, 131567, 1]",85019,,root,brevibacterium,brevibacteriaceae,micrococcales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
724,"[724, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,root,haemophilus,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
841,"[841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,roseburia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
29317,"[29317, 2609248, 1654, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2609248,actinomyces sp.,root,actinomyces,actinomycetaceae,actinomycetales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
572511,"[572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
84567,"[84567, 84566, 200666, 117747, 976, 68336, 1783270, 2, 131567, 1]",84566,,root,pedobacter,sphingobacteriaceae,sphingobacteriales,sphingobacteriia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
13159,"[13159, 82115, 356, 28211, 1224, 2, 131567, 1]",82115,,root,mycoplana,rhizobiaceae,hyphomicrobiales,alphaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
216851,"[216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,root,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
2745,"[2745, 28256, 135619, 1236, 1224, 2, 131567, 1]",28256,,root,halomonas,halomonadaceae,oceanospirillales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
41275,"[41275, 76892, 204458, 28211, 1224, 2, 131567, 1]",76892,,root,brevundimonas,caulobacteraceae,caulobacterales,alphaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
40323,"[40323, 32033, 135614, 1236, 1224, 2, 131567, 1]",32033,,root,stenotrophomonas,xanthomonadaceae,xanthomonadales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
341027,"[341027, 2609468, 28453, 84566, 200666, 117747, 976, 68336, 1783270, 2, 131567, 1]",2609468,sphingobacterium sp.,root,sphingobacterium,sphingobacteriaceae,sphingobacteriales,sphingobacteriia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
2172,"[2172, 2159, 2158, 183925, 2283794, 28890, 2157, 131567, 1]",2159,,root,methanobrevibacter,methanobacteriaceae,methanobacteriales,methanobacteria,euryarchaeota,methanomada group,archaea,,,,,,,,,,,,,,,,
41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,bifidobacterium sp.,root,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
581,"[581, 1903414, 91347, 1236, 1224, 2, 131567, 1]",1903414,,root,morganella,morganellaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
39948,"[39948, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,root,dialister,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
885,"[885, 2593640, 872, 194924, 213115, 3031449, 200940, 2, 131567, 1]",2593640,desulfovibrio sp.,root,desulfovibrio,desulfovibrionaceae,desulfovibrionales,desulfovibrionia,thermodesulfobacteriota,,bacteria,,,,,,,,,,,,,,,,
2701,"[2701, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",31953,,root,gardnerella,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
48736,"[48736, 119060, 80840, 28216, 1224, 2, 131567, 1]",119060,,root,ralstonia,burkholderiaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
140625,"[140625, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,lachnobacterium,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
61170,"[61170, 128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",128827,,root,holdemania,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1651,"[1651, 186828, 186826, 91061, 1239, 1783272, 2, 131567, 1]",186828,,root,alloiococcus,carnobacteriaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
239759,"[239759, 171550, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171550,,root,alistipes,rikenellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
35832,"[35832, 194924, 213115, 3031449, 200940, 2, 131567, 1]",194924,,root,bilophila,desulfovibrionaceae,desulfovibrionales,desulfovibrionia,thermodesulfobacteriota,,bacteria,,,,,,,,,,,,,,,,
295418,"[295418, 2854170, 204455, 28211, 1224, 2, 131567, 1]",2854170,,root,rubellimicrobium,roseobacteraceae,rhodobacterales,alphaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
136099,"[136099, 85021, 85006, 1760, 201174, 1783272, 2, 131567, 1]",85021,,root,knoellia,intrasporangiaceae,micrococcales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
85,"[85, 69657, 2800060, 28211, 1224, 2, 131567, 1]",69657,,root,hyphomonas,hyphomonadaceae,hyphomonadales,alphaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
3869,"[3869, 163729, 2231385, 2231384, 2231393, 3814, 3803, 72025, 91835, 71275, 1437201, 91827, 71240, 1437183, 3398, 58024, 78536, 58023, 3193, 131221, 35493, 33090, 2759, 131567, 1]",163729,,root,lupinus,fabaceae,fabales,magnoliopsida,streptophyta,embryophyta,eukaryota,,,,,,viridiplantae,streptophytina,,,,papilionoideae,,,,genisteae,
3939,"[3939, 1585432, 1585427, 3934, 41944, 91836, 71275, 1437201, 91827, 71240, 1437183, 3398, 58024, 78536, 58023, 3193, 131221, 35493, 33090, 2759, 131567, 1]",1585432,,root,oenothera,onagraceae,myrtales,magnoliopsida,streptophyta,embryophyta,eukaryota,,,,,,viridiplantae,streptophytina,,,,onagroideae,,,,onagreae,
354349,"[354349, 118882, 356, 28211, 1224, 2, 131567, 1]",118882,,root,pseudochrobactrum,brucellaceae,hyphomicrobiales,alphaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
135575,"[135575, 267893, 135622, 1236, 1224, 2, 131567, 1]",267893,,root,idiomarina,idiomarinaceae,alteromonadales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
174708,"[174708, 128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",128827,,root,allobaculum,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
674963,"[674963, 83763, 135624, 1236, 1224, 2, 131567, 1]",83763,,root,succinatimonas,succinivibrionaceae,aeromonadales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
853,"[853, 216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216851,faecalibacterium prausnitzii,root,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
40545,"[40545, 40544, 995019, 80840, 28216, 1224, 2, 131567, 1]",40544,sutterella wadsworthensis,root,sutterella,sutterellaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
46506,"[46506, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides stercoris,root,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
84112,"[84112, 84111, 1643826, 1643822, 84998, 201174, 1783272, 2, 131567, 1]",84111,eggerthella lenta,root,eggerthella,eggerthellaceae,eggerthellales,coriobacteriia,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
572511,"[572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
43768,"[43768, 1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1716,corynebacterium matruchotii,root,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
31957,"[31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",85009,,root,,propionibacteriaceae,propionibacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
416916,"[416916, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,root,aggregatibacter,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
135083,"[135083, 970, 1843491, 909929, 909932, 1239, 1783272, 2, 131567, 1]",970,selenomonas noxia,root,selenomonas,selenomonadaceae,selenomonadales,negativicutes,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
2718,"[2718, 2717, 868, 135615, 1236, 1224, 2, 131567, 1]",2717,cardiobacterium hominis,root,cardiobacterium,cardiobacteriaceae,cardiobacteriales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
484,"[484, 482, 481, 206351, 28216, 1224, 2, 131567, 1]",482,neisseria flavescens,root,neisseria,neisseriaceae,neisseriales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
1019,"[1019, 1016, 49546, 200644, 117743, 976, 68336, 1783270, 2, 131567, 1]",1016,capnocytophaga sputigena,root,capnocytophaga,flavobacteriaceae,flavobacteriales,flavobacteriia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
68892,"[68892, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,streptococcus infantis,root,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1302,"[1302, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,streptococcus gordonii,root,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1655,"[1655, 1654, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",1654,actinomyces naeslundii,root,actinomyces,actinomycetaceae,actinomycetales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
495,"[495, 482, 481, 206351, 28216, 1224, 2, 131567, 1]",482,neisseria elongata,root,neisseria,neisseriaceae,neisseriales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
2047,"[2047, 32207, 1268, 85006, 1760, 201174, 1783272, 2, 131567, 1]",32207,rothia dentocariosa,root,rothia,micrococcaceae,micrococcales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
29465,"[29465, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,root,veillonella,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
729,"[729, 724, 712, 135625, 1236, 1224, 2, 131567, 1]",724,haemophilus parainfluenzae,root,haemophilus,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
194702,"[194702, 2717, 868, 135615, 1236, 1224, 2, 131567, 1]",2717,cardiobacterium valvarum,root,cardiobacterium,cardiobacteriaceae,cardiobacteriales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
840,"[840, 2974257, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2974257,hoylesella loescheii,root,hoylesella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
69823,"[69823, 970, 1843491, 909929, 909932, 1239, 1783272, 2, 131567, 1]",970,selenomonas sputigena,root,selenomonas,selenomonadaceae,selenomonadales,negativicutes,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
158,"[158, 157, 2845253, 136, 203692, 203691, 2, 131567, 1]",157,treponema denticola,root,treponema,treponemataceae,spirochaetales,spirochaetia,spirochaetota,,bacteria,,,,,,,,,,,,,,,,
28131,"[28131, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",838,prevotella intermedia,root,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
