"curie_id"	"label"	"mapped_curie"	"mapped_label"	"mapping_source_prefix"	"mapping_target_prefix"	"distance"
"MedDRA:10020624"	""	"EFO:0009004"	"hyperestrogenism"	"EFO"	"EFO"	"1"
"MedDRA:10070665"	""	"EFO:0007365"	"mesoblastic nephroma"	"EFO"	"EFO"	"1"
"MedDRA:10012624"	""	"EFO:0000400"	"diabetes mellitus"	"EFO"	"EFO"	"1"
"MedDRA:10007974"	""	"EFO:0009784"	"central serous retinopathy"	"EFO"	"EFO"	"1"
"MedDRA:10040678"	""	"EFO:0007485"	"silicosis"	"EFO"	"EFO"	"1"
"MedDRA:10029328"	""	"EFO:0004149"	"neuropathy"	"EFO"	"EFO"	"1"
"MedDRA:10012226"	""	"EFO:0009267"	"delirium"	"EFO"	"EFO"	"1"
"MedDRA:10043069"	""	"EFO:0007505"	"tabes dorsalis"	"EFO"	"EFO"	"1"
"MedDRA:10064499"	""	"EFO:1001814"	"nephrogenic fibrosing dermopathy"	"EFO"	"EFO"	"1"
"MedDRA:10024394"	""	"EFO:1001015"	"leukoplakia of penis"	"EFO"	"EFO"	"1"
"MedDRA:10062001"	""	"EFO:1000292"	"Hepatoblastoma"	"EFO"	"EFO"	"1"
"MedDRA:10012313"	""	"EFO:0004227"	"Dengue Hemorrhagic Fever"	"EFO"	"EFO"	"1"
"MedDRA:10018692"	""	"EFO:1000704"	"granuloma annulare"	"EFO"	"EFO"	"1"
"MedDRA:10004073"	""	"EFO:1000833"	"balanitis"	"EFO"	"EFO"	"1"
"MedDRA:10031263"	""	"EFO:0003102"	"osteomyelitis"	"EFO"	"EFO"	"1"
"MedDRA:10045228"	""	"EFO:0001359"	"type I diabetes mellitus"	"EFO"	"EFO"	"1"
"MedDRA:10037440"	""	"EFO:1000049"	"pulmonary tuberculosis"	"EFO"	"EFO"	"1"
"MedDRA:10072579"	""	"EFO:0005297"	"Granulomatosis with Polyangiitis"	"EFO"	"EFO"	"1"
"MedDRA:10061196"	""	"EFO:0011051"	"hematological toxicity"	"EFO"	"EFO"	"1"
"MedDRA:10026667"	""	"EFO:0000760"	"malignant peripheral nerve sheath tumor"	"EFO"	"EFO"	"1"
"MedDRA:10045147"	""	"EFO:1001444"	"Tularemia"	"EFO"	"EFO"	"1"
"MedDRA:10080703"	""	"EFO:0004308"	"leukocyte count"	"EFO"	"EFO"	"1"
"MedDRA:10074998"	""	"EFO:0004342"	"waist circumference"	"EFO"	"EFO"	"1"
"MedDRA:10024515"	""	"EFO:0009313"	"Linear IgA Dermatosis"	"EFO"	"EFO"	"1"
"MedDRA:10006121"	""	"EFO:1000845"	"brain edema"	"EFO"	"EFO"	"1"
"MedDRA:10018209"	""	"EFO:0004593"	"gestational diabetes"	"EFO"	"EFO"	"1"
"MedDRA:10021789"	""	"EFO:0000544"	"infection"	"EFO"	"EFO"	"1"
"MedDRA:10044269"	""	"EFO:0007516"	"toxocariasis"	"EFO"	"EFO"	"1"
"MedDRA:10012811"	""	"EFO:1001784"	"diffuse cutaneous Leishmaniasis"	"EFO"	"EFO"	"1"
"MedDRA:10011878"	""	"EFO:0001063"	"deafness"	"EFO"	"EFO"	"1"
"MedDRA:10056419"	""	"EFO:0000407"	"dilated cardiomyopathy"	"EFO"	"EFO"	"1"
"MedDRA:10013538"	""	"EFO:1001460"	"diverticulitis"	"EFO"	"EFO"	"1"
"MedDRA:10061495"	""	"EFO:1001162"	"rickettsiosis"	"EFO"	"EFO"	"1"
"MedDRA:10039722"	""	"EFO:0004273"	"scoliosis"	"EFO"	"EFO"	"1"
"MedDRA:10003267"	""	"EFO:0007460"	"reactive arthritis"	"EFO"	"EFO"	"1"
"MedDRA:10006544"	""	"EFO:0007186"	"bulbar polio"	"EFO"	"EFO"	"1"
"MedDRA:10034842"	""	"EFO:0007434"	"pharyngoconjunctival fever"	"EFO"	"EFO"	"1"
"MedDRA:10051951"	""	"EFO:1001167"	"scimitar syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10063400"	""	"EFO:0008522"	"secondary progressive multiple sclerosis"	"EFO"	"EFO"	"1"
"MedDRA:10016675"	""	"EFO:0007272"	"filarial elephantiasis"	"EFO"	"EFO"	"1"
"MedDRA:10040477"	""	"EFO:0004714"	"sexual dysfunction"	"EFO"	"EFO"	"1"
"MedDRA:10060632"	""	"EFO:1000963"	"hemopneumothorax"	"EFO"	"EFO"	"1"
"MedDRA:10029148"	""	"EFO:0004253"	"nephrolithiasis"	"EFO"	"EFO"	"1"
"MedDRA:10060573"	""	"EFO:1001282"	"Candidemia"	"EFO"	"EFO"	"1"
"MedDRA:10057546"	""	"EFO:1000983"	"inferior myocardial infarction"	"EFO"	"EFO"	"1"
"MedDRA:10051818"	""	"EFO:1000915"	"encephalomalacia"	"EFO"	"EFO"	"1"
"MedDRA:10023441"	""	"EFO:1000794"	"acute kidney tubular necrosis"	"EFO"	"EFO"	"1"
"MedDRA:10003285"	""	"EFO:1000999"	"joint disease"	"EFO"	"EFO"	"1"
"MedDRA:10080488"	""	"EFO:1001445"	"Tungiasis"	"EFO"	"EFO"	"1"
"MedDRA:10011831"	""	"EFO:0001062"	"cytomegalovirus infection"	"EFO"	"EFO"	"1"
"MedDRA:10058931"	""	"EFO:0008556"	"Methicillin-Resistant Staphylococcus Aureus Pneumonia"	"EFO"	"EFO"	"1"
"MedDRA:10016770"	""	"EFO:0009669"	"flatulence"	"EFO"	"EFO"	"1"
"MedDRA:10036693"	""	"EFO:0008519"	"primary hyperparathyroidism"	"EFO"	"EFO"	"1"
"MedDRA:10051585"	""	"EFO:1000945"	"gastric antral vascular ectasia"	"EFO"	"EFO"	"1"
"MedDRA:10001734"	""	"EFO:1000669"	"allergic urticaria"	"EFO"	"EFO"	"1"
"MedDRA:10009033"	""	"EFO:0000341"	"chronic obstructive pulmonary disease"	"EFO"	"EFO"	"1"
"MedDRA:10037007"	""	"EFO:0009563"	"protein energy malnutrition"	"EFO"	"EFO"	"1"
"MedDRA:10064581"	""	"EFO:1000895"	"desmoplastic small round cell tumor"	"EFO"	"EFO"	"1"
"MedDRA:10012503"	""	"EFO:0000398"	"dermatomyositis"	"EFO"	"EFO"	"1"
"MedDRA:10041715"	""	"EFO:1001255"	"spontaneous abortion"	"EFO"	"EFO"	"1"
"MedDRA:10048950"	""	"EFO:1001166"	"sciatic neuropathy"	"EFO"	"EFO"	"1"
"MedDRA:10014984"	""	"EFO:1000243"	"Epidermal Inclusion Cyst"	"EFO"	"EFO"	"1"
"MedDRA:10040958"	""	"EFO:1001425"	"Skull Fractures"	"EFO"	"EFO"	"1"
"MedDRA:10000915"	""	"EFO:0008583"	"acute myocardial infarction"	"EFO"	"EFO"	"1"
"MedDRA:10018678"	""	"EFO:0007987"	"granulocyte count"	"EFO"	"EFO"	"1"
"MedDRA:10027754"	""	"EFO:0007374"	"mixed connective tissue disease"	"EFO"	"EFO"	"1"
"MedDRA:10019974"	""	"EFO:0006510"	"Herpes Zoster"	"EFO"	"EFO"	"1"
"MedDRA:10049519"	""	"EFO:0007686"	"surgical shock"	"EFO"	"EFO"	"1"
"MedDRA:10023346"	""	"EFO:0009449"	"keratitis"	"EFO"	"EFO"	"1"
"MedDRA:10017065"	""	"EFO:1001330"	"Foster-Kennedy syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10023284"	""	"EFO:0000558"	"Kaposi's sarcoma"	"EFO"	"EFO"	"1"
"MedDRA:10000901"	""	"EFO:0008583"	"acute myocardial infarction"	"EFO"	"EFO"	"1"
"MedDRA:10053742"	""	"EFO:1001354"	"Kleine-Levin Syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10002921"	""	"EFO:1000816"	"aortitis"	"EFO"	"EFO"	"1"
"MedDRA:10047474"	""	"EFO:0007541"	"viral pneumonia"	"EFO"	"EFO"	"1"
"MedDRA:10069511"	""	"EFO:1000511"	"Rhabdoid Meningioma"	"EFO"	"EFO"	"1"
"MedDRA:10053518"	""	"EFO:0000309"	"Burkitts lymphoma"	"EFO"	"EFO"	"1"
"MedDRA:10056320"	""	"EFO:0007296"	"hantavirus pulmonary syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10007968"	""	"EFO:1000857"	"central pontine myelinolysis"	"EFO"	"EFO"	"1"
"MedDRA:10012661"	""	"EFO:0009486"	"diabetic eye disease"	"EFO"	"EFO"	"1"
"MedDRA:10069010"	""	"EFO:1001769"	"carcinoid heart disease"	"EFO"	"EFO"	"1"
"MedDRA:10003685"	""	"EFO:1000826"	"atrophic gastritis"	"EFO"	"EFO"	"1"
"MedDRA:10075444"	""	"EFO:1000360"	"Malignant Paraganglioma"	"EFO"	"EFO"	"1"
"MedDRA:10003562"	""	"EFO:0000270"	"asthma"	"EFO"	"EFO"	"1"
"MedDRA:10025482"	""	"EFO:0009641"	"malaise"	"EFO"	"EFO"	"1"
"MedDRA:10000892"	""	"EFO:0008583"	"acute myocardial infarction"	"EFO"	"EFO"	"1"
"MedDRA:10019288"	""	"EFO:0009506"	"heart injury"	"EFO"	"EFO"	"1"
"MedDRA:10076647"	""	"EFO:1001232"	"uveoparotid fever"	"EFO"	"EFO"	"1"
"MedDRA:10066422"	""	"EFO:0010698"	"retinal break"	"EFO"	"EFO"	"1"
"MedDRA:10059354"	""	"EFO:1001325"	"abdominal fibromatosis"	"EFO"	"EFO"	"1"
"MedDRA:10010562"	""	"EFO:0007217"	"congenital nystagmus"	"EFO"	"EFO"	"1"
"MedDRA:10035138"	""	"EFO:0007443"	"placental insufficiency"	"EFO"	"EFO"	"1"
"MedDRA:10036485"	""	"EFO:0000668"	"preeclampsia"	"EFO"	"EFO"	"1"
"MedDRA:10073860"	""	"EFO:1000453"	"Paraganglioma"	"EFO"	"EFO"	"1"
"MedDRA:10066899"	""	"EFO:0004286"	"venous thromboembolism"	"EFO"	"EFO"	"1"
"MedDRA:10027607"	""	"EFO:0005295"	"migraine with aura"	"EFO"	"EFO"	"1"
"MedDRA:10006469"	""	"EFO:0007184"	"bronchopneumonia"	"EFO"	"EFO"	"1"
"MedDRA:10010806"	""	"EFO:0007222"	"contagious pustular dermatitis"	"EFO"	"EFO"	"1"
"MedDRA:10028663"	""	"EFO:1001055"	"myxedema"	"EFO"	"EFO"	"1"
"MedDRA:10019601"	""	"EFO:1000964"	"hemorrhagic disease of newborn"	"EFO"	"EFO"	"1"
"MedDRA:10061150"	""	"EFO:1000935"	"female genital tuberculosis"	"EFO"	"EFO"	"1"
"MedDRA:10061446"	""	"EFO:1000203"	"Conjunctival Disorder"	"EFO"	"EFO"	"1"
"MedDRA:10002424"	""	"EFO:0005532"	"angioedema"	"EFO"	"EFO"	"1"
"MedDRA:10026659"	""	"EFO:0002501"	"anaplastic oligodendroglioma"	"EFO"	"EFO"	"1"
"MedDRA:10017845"	""	"EFO:0009454"	"gastric ulcer"	"EFO"	"EFO"	"1"
"MedDRA:10047978"	""	"EFO:0000650"	"whooping cough"	"EFO"	"EFO"	"1"
"MedDRA:10039621"	""	"EFO:0005411"	"schizoaffective disorder"	"EFO"	"EFO"	"1"
"MedDRA:10044642"	""	"EFO:0007525"	"tricuspid valve stenosis"	"EFO"	"EFO"	"1"
"MedDRA:10079454"	""	"EFO:1001999"	"systemic juvenile idiopathic arthritis"	"EFO"	"EFO"	"1"
"MedDRA:10000599"	""	"EFO:1001485"	"acromegaly"	"EFO"	"EFO"	"1"
"MedDRA:10057019"	""	"EFO:1001867"	"Zenker diverticulum"	"EFO"	"EFO"	"1"
"MedDRA:10034878"	""	"EFO:1001104"	"phimosis"	"EFO"	"EFO"	"1"
"MedDRA:10021634"	""	"EFO:1001799"	"incomplete abortion"	"EFO"	"EFO"	"1"
"MedDRA:10047656"	""	"EFO:0008626"	"vitreous hemorrhage"	"EFO"	"EFO"	"1"
"MedDRA:10046491"	""	"EFO:0003878"	"urethritis"	"EFO"	"EFO"	"1"
"MedDRA:10047115"	""	"EFO:0006803"	"vasculitis"	"EFO"	"EFO"	"1"
"MedDRA:10011031"	""	"EFO:1000880"	"corneal neovascularization"	"EFO"	"EFO"	"1"
"MedDRA:10058886"	""	"EFO:1001925"	"pneumococcal bacteremia"	"EFO"	"EFO"	"1"
"MedDRA:10040554"	""	"EFO:0005585"	"shigellosis"	"EFO"	"EFO"	"1"
"MedDRA:10015493"	""	"EFO:0000479"	"essential thrombocythemia"	"EFO"	"EFO"	"1"
"MedDRA:10044125"	""	"EFO:0004895"	"Tourette syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10024429"	""	"EFO:1000726"	"lichen planus"	"EFO"	"EFO"	"1"
"MedDRA:10054835"	""	"EFO:0008628"	"Hyalitis"	"EFO"	"EFO"	"1"
"MedDRA:10000924"	""	"EFO:0008583"	"acute myocardial infarction"	"EFO"	"EFO"	"1"
"MedDRA:10015034"	""	"EFO:1000924"	"epilepsia partialis continua"	"EFO"	"EFO"	"1"
"MedDRA:10006567"	""	"EFO:0007187"	"bullous pemphigoid"	"EFO"	"EFO"	"1"
"MedDRA:10052794"	""	"EFO:1001906"	"panic disorder with agoraphobia"	"EFO"	"EFO"	"1"
"MedDRA:10008273"	""	"EFO:0007202"	"cervical incompetence"	"EFO"	"EFO"	"1"
"MedDRA:10016936"	""	"EFO:1000702"	"folliculitis"	"EFO"	"EFO"	"1"
"MedDRA:10057645"	""	"EFO:0009538"	"chronic inflammatory demyelinating polyneuropathy"	"EFO"	"EFO"	"1"
"MedDRA:10057645"	""	"EFO:1000868"	"chronic inflammatory demyelinating polyradiculoneuropathy"	"EFO"	"EFO"	"1"
"MedDRA:10004984"	""	"EFO:0007172"	"blackwater fever"	"EFO"	"EFO"	"1"
"MedDRA:10044107"	""	"EFO:0010694"	"total parenteral nutrition"	"EFO"	"EFO"	"1"
"MedDRA:10070569"	""	"EFO:1000147"	"C-Cell Hyperplasia"	"EFO"	"EFO"	"1"
"MedDRA:10009155"	""	"EFO:0007066"	"chronic ulcer of skin"	"EFO"	"EFO"	"1"
"MedDRA:10047579"	""	"EFO:0004312"	"vital capacity"	"EFO"	"EFO"	"1"
"MedDRA:10031088"	""	"EFO:0007410"	"ornithosis"	"EFO"	"EFO"	"1"
"MedDRA:10042462"	""	"EFO:0007624"	"suicide"	"EFO"	"EFO"	"1"
"MedDRA:10046492"	""	"EFO:0003878"	"urethritis"	"EFO"	"EFO"	"1"
"MedDRA:10013534"	""	"EFO:0009959"	"diverticular disease"	"EFO"	"EFO"	"1"
"MedDRA:10045265"	""	"EFO:1001222"	"type III hypersensitivity reaction disease"	"EFO"	"EFO"	"1"
"MedDRA:10019276"	""	"EFO:0003777"	"heart disease"	"EFO"	"EFO"	"1"
"MedDRA:10011078"	""	"EFO:0001645"	"coronary artery disease"	"EFO"	"EFO"	"1"
"MedDRA:10006451"	""	"EFO:0009661"	"bronchitis"	"EFO"	"EFO"	"1"
"MedDRA:10008927"	""	"EFO:0008507"	"interstitial cystitis"	"EFO"	"EFO"	"1"
"MedDRA:10008927"	""	"EFO:1000869"	"chronic interstitial cystitis"	"EFO"	"EFO"	"1"
"MedDRA:10002703"	""	"EFO:1000810"	"anterior spinal artery syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10024241"	""	"EFO:0007344"	"leptospirosis"	"EFO"	"EFO"	"1"
"MedDRA:10047675"	""	"EFO:0009478"	"vocal cord polyp"	"EFO"	"EFO"	"1"
"MedDRA:10012647"	""	"EFO:1001458"	"diabetic cardiomyopathy"	"EFO"	"EFO"	"1"
"MedDRA:10039438"	""	"EFO:1001418"	"Salmonella Infections"	"EFO"	"EFO"	"1"
"MedDRA:10026130"	""	"EFO:1001035"	"maxillary sinus neoplasm"	"EFO"	"EFO"	"1"
"MedDRA:10002556"	""	"EFO:0003898"	"ankylosing spondylitis"	"EFO"	"EFO"	"1"
"MedDRA:100233350"	""	"EFO:1000906"	"dry eye syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10013573"	""	"EFO:0009847"	"dizziness"	"EFO"	"EFO"	"1"
"MedDRA:10003638"	""	"EFO:0010638"	"atopic asthma"	"EFO"	"EFO"	"1"
"MedDRA:10028851"	""	"EFO:0009426"	"necrosis"	"EFO"	"EFO"	"1"
"MedDRA:10057078"	""	"EFO:1000871"	"colonic pseudo-obstruction"	"EFO"	"EFO"	"1"
"MedDRA:10061461"	""	"EFO:0004234"	"erectile dysfunction"	"EFO"	"EFO"	"1"
"MedDRA:10064848"	""	"EFO:0003884"	"chronic kidney disease"	"EFO"	"EFO"	"1"
"MedDRA:10039640"	""	"EFO:0000692"	"schizophrenia"	"EFO"	"EFO"	"1"
"MedDRA:10015665"	""	"EFO:0009456"	"exfoliative dermatitis"	"EFO"	"EFO"	"1"
"MedDRA:10013473"	""	"EFO:0005623"	"distal colitis"	"EFO"	"EFO"	"1"
"MedDRA:10036594"	""	"EFO:0003917"	"premature birth"	"EFO"	"EFO"	"1"
"MedDRA:10017839"	""	"EFO:0009454"	"gastric ulcer"	"EFO"	"EFO"	"1"
"MedDRA:10067246"	""	"EFO:0007399"	"ocular toxoplasmosis"	"EFO"	"EFO"	"1"
"MedDRA:10056573"	""	"EFO:1001796"	"Glomus Jugulare Tumor"	"EFO"	"EFO"	"1"
"MedDRA:10057667"	""	"EFO:0000289"	"bipolar disorder"	"EFO"	"EFO"	"1"
"MedDRA:10017842"	""	"EFO:0009454"	"gastric ulcer"	"EFO"	"EFO"	"1"
"MedDRA:10006029"	""	"EFO:0001055"	"borderline leprosy"	"EFO"	"EFO"	"1"
"MedDRA:10017737"	""	"EFO:0007279"	"gas gangrene"	"EFO"	"EFO"	"1"
"MedDRA:10024887"	""	"EFO:0007348"	"louping ill"	"EFO"	"EFO"	"1"
"MedDRA:10074631"	""	"EFO:1001207"	"systolic heart failure"	"EFO"	"EFO"	"1"
"MedDRA:10082906"	""	"EFO:0011058"	"peripheral neurotoxicity"	"EFO"	"EFO"	"1"
"MedDRA:10056950"	""	"EFO:1000015"	"aldosterone-producing adenoma"	"EFO"	"EFO"	"1"
"MedDRA:10011781"	""	"EFO:1000025"	"cystitis"	"EFO"	"EFO"	"1"
"MedDRA:10009006"	""	"EFO:0010143"	"chronic mountain sickness"	"EFO"	"EFO"	"1"
"MedDRA:10042863"	""	"EFO:0001376"	"synovial sarcoma"	"EFO"	"EFO"	"1"
"MedDRA:10068455"	""	"EFO:0009963"	"bipolar I disorder"	"EFO"	"EFO"	"1"
"MedDRA:10029235"	""	"EFO:0000693"	"schwannoma"	"EFO"	"EFO"	"1"
"MedDRA:10056506"	""	"EFO:1000701"	"follicular mucinosis"	"EFO"	"EFO"	"1"
"MedDRA:10052306"	""	"EFO:0009761"	"periprosthetic osteolysis"	"EFO"	"EFO"	"1"
"MedDRA:10052306"	""	"EFO:1001823"	"Periprosthetic Fractures"	"EFO"	"EFO"	"1"
"MedDRA:10036370"	""	"EFO:1001119"	"posterior uveitis"	"EFO"	"EFO"	"1"
"MedDRA:10024648"	""	"EFO:1001804"	"Livedo reticularis"	"EFO"	"EFO"	"1"
"MedDRA:10073367"	""	"EFO:1000446"	"Pancreatoblastoma"	"EFO"	"EFO"	"1"
"MedDRA:10003965"	""	"EFO:0007162"	"babesiosis"	"EFO"	"EFO"	"1"
"MedDRA:10013990"	""	"EFO:0003901"	"dysuria"	"EFO"	"EFO"	"1"
"MedDRA:10011796"	""	"EFO:0008507"	"interstitial cystitis"	"EFO"	"EFO"	"1"
"MedDRA:10060121"	""	"EFO:0000181"	"head and neck squamous cell carcinoma"	"EFO"	"EFO"	"1"
"MedDRA:10081739"	""	"EFO:0009855"	"frontal fibrosing alopecia"	"EFO"	"EFO"	"1"
"MedDRA:10037904"	""	"EFO:1001144"	"rat-bite fever"	"EFO"	"EFO"	"1"
"MedDRA:10031251"	""	"EFO:1002027"	"osteomalacia"	"EFO"	"EFO"	"1"
"MedDRA:10021939"	""	"EFO:0000545"	"infertility"	"EFO"	"EFO"	"1"
"MedDRA:10033675"	""	"EFO:1000746"	"panniculitis"	"EFO"	"EFO"	"1"
"MedDRA:10037375"	""	"EFO:1001134"	"pulmonary edema"	"EFO"	"EFO"	"1"
"MedDRA:10002533"	""	"EFO:0007146"	"anisakiasis"	"EFO"	"EFO"	"1"
"MedDRA:10037693"	""	"EFO:0005054"	"QRS complex"	"EFO"	"EFO"	"1"
"MedDRA:10059047"	""	"EFO:1001874"	"amyloidoma"	"EFO"	"EFO"	"1"
"MedDRA:10030314"	""	"EFO:0007402"	"onchocerciasis"	"EFO"	"EFO"	"1"
"MedDRA:10000927"	""	"EFO:0008583"	"acute myocardial infarction"	"EFO"	"EFO"	"1"
"MedDRA:10067518"	""	"EFO:1000045"	"pancreatic neuroendocrine tumor"	"EFO"	"EFO"	"1"
"MedDRA:10055295"	""	"EFO:0000551"	"intracranial hemorrhage"	"EFO"	"EFO"	"1"
"MedDRA:10061536"	""	"EFO:0002508"	"Parkinson's disease"	"EFO"	"EFO"	"1"
"MedDRA:10009156"	""	"EFO:0007066"	"chronic ulcer of skin"	"EFO"	"EFO"	"1"
"MedDRA:10037377"	""	"EFO:0003827"	"pulmonary embolism"	"EFO"	"EFO"	"1"
"MedDRA:10044582"	""	"EFO:0007519"	"trench fever"	"EFO"	"EFO"	"1"
"MedDRA:10018201"	""	"EFO:0007283"	"geographic tongue"	"EFO"	"EFO"	"1"
"MedDRA:10040018"	""	"EFO:1001176"	"sensorineural hearing loss"	"EFO"	"EFO"	"1"
"MedDRA:10043095"	""	"EFO:1001433"	"Taeniasis"	"EFO"	"EFO"	"1"
"MedDRA:10025183"	""	"EFO:0007350"	"lymph node tuberculosis"	"EFO"	"EFO"	"1"
"MedDRA:10054797"	""	"EFO:1001429"	"Subdural Effusion"	"EFO"	"EFO"	"1"
"MedDRA:10028584"	""	"EFO:0007053"	"myelosuppression"	"EFO"	"EFO"	"1"
"MedDRA:10074027"	""	"EFO:0004235"	"exfoliation syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10027134"	""	"EFO:0007363"	"meibomian cyst"	"EFO"	"EFO"	"1"
"MedDRA:10033141"	""	"EFO:0009003"	"ovarian dysfunction"	"EFO"	"EFO"	"1"
"MedDRA:10034633"	""	"EFO:0003875"	"peripheral vascular disease"	"EFO"	"EFO"	"1"
"MedDRA:10034059"	""	"EFO:0004263"	"partial epilepsy"	"EFO"	"EFO"	"1"
"MedDRA:10010642"	""	"EFO:0007219"	"congenital syphilis"	"EFO"	"EFO"	"1"
"MedDRA:10011318"	""	"EFO:1000209"	"Craniopharyngioma"	"EFO"	"EFO"	"1"
"MedDRA:10044089"	""	"EFO:0006334"	"total iron binding capacity"	"EFO"	"EFO"	"1"
"MedDRA:10030948"	""	"EFO:1001074"	"optic papillitis"	"EFO"	"EFO"	"1"
"MedDRA:10019359"	""	"EFO:1001518"	"heavy metal poisoning"	"EFO"	"EFO"	"1"
"MedDRA:10008505"	""	"EFO:0007204"	"chickenpox"	"EFO"	"EFO"	"1"
"MedDRA:10001918"	""	"EFO:0007144"	"amebiasis"	"EFO"	"EFO"	"1"
"MedDRA:10028472"	""	"EFO:0007387"	"Mycoplasma pneumoniae pneumonia"	"EFO"	"EFO"	"1"
"MedDRA:10042953"	""	"EFO:0000717"	"systemic scleroderma"	"EFO"	"EFO"	"1"
"MedDRA:10025495"	""	"EFO:0001068"	"malaria"	"EFO"	"EFO"	"1"
"MedDRA:10011052"	""	"EFO:0004345"	"corneal topography"	"EFO"	"EFO"	"1"
"MedDRA:10026828"	""	"EFO:1001809"	"Marchiafava-Bignami Disease"	"EFO"	"EFO"	"1"
"MedDRA:10006279"	""	"EFO:0003869"	"breast neoplasm"	"EFO"	"EFO"	"1"
"MedDRA:10073278"	""	"EFO:1000429"	"Ovarian Sertoli-Leydig Cell Tumor"	"EFO"	"EFO"	"1"
"MedDRA:10048237"	""	"EFO:0007548"	"yaws"	"EFO"	"EFO"	"1"
"MedDRA:10068864"	""	"EFO:1000825"	"atrial heart septal defect"	"EFO"	"EFO"	"1"
"MedDRA:10035484"	""	"EFO:0006738"	"plasmacytoma"	"EFO"	"EFO"	"1"
"MedDRA:10019473"	""	"EFO:0009453"	"hemiplegia"	"EFO"	"EFO"	"1"
"MedDRA:10042342"	""	"EFO:1000771"	"subcorneal pustular dermatosis"	"EFO"	"EFO"	"1"
"MedDRA:10051316"	""	"EFO:1001164"	"SAPHO syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10059176"	""	"EFO:0002609"	"juvenile idiopathic arthritis"	"EFO"	"EFO"	"1"
"MedDRA:10027253"	""	"EFO:1001114"	"pneumococcal meningitis"	"EFO"	"EFO"	"1"
"MedDRA:10000593"	""	"EFO:1000664"	"acrodermatitis"	"EFO"	"EFO"	"1"
"MedDRA:10055785"	""	"EFO:0004607"	"duodenal ulcer"	"EFO"	"EFO"	"1"
"MedDRA:10004049"	""	"EFO:1000831"	"bacterial meningitis"	"EFO"	"EFO"	"1"
"MedDRA:10041722"	""	"EFO:1001255"	"spontaneous abortion"	"EFO"	"EFO"	"1"
"MedDRA:10057069"	""	"EFO:0008601"	"pemphigus foliaceus"	"EFO"	"EFO"	"1"
"MedDRA:10000347"	""	"EFO:1000790"	"acalculous cholecystitis"	"EFO"	"EFO"	"1"
"MedDRA:10072421"	""	"EFO:1000638"	"Isaacs syndrome"	"EFO"	"EFO"	"1"
"MedDRA:10018151"	""	"EFO:0007282"	"genital herpes"	"EFO"	"EFO"	"1"
"MedDRA:10066290"	""	"EFO:1001281"	"Buruli Ulcer"	"EFO"	"EFO"	"1"
"MedDRA:10062936"	""	"EFO:0007440"	"placenta accreta"	"EFO"	"EFO"	"1"
"MedDRA:10019167"	""	"EFO:0003779"	"Hashimoto's thyroiditis"	"EFO"	"EFO"	"1"
"MedDRA:10040975"	""	"EFO:0003877"	"sleep apnea"	"EFO"	"EFO"	"1"
"MedDRA:10023418"	""	"EFO:1002048"	"kidney failure"	"EFO"	"EFO"	"1"
"MedDRA:10014881"	""	"EFO:0007254"	"enterobiasis"	"EFO"	"EFO"	"1"
"MedDRA:10039104"	""	"EFO:0007471"	"rhinosporidiosis"	"EFO"	"EFO"	"1"
"MedDRA:10009093"	""	"EFO:0000342"	"chronic pancreatitis"	"EFO"	"EFO"	"1"
"MedDRA:10029268"	""	"EFO:0008514"	"neurofibromatosis"	"EFO"	"EFO"	"1"
"MedDRA:10004223"	""	"EFO:0007167"	"Bell's palsy"	"EFO"	"EFO"	"1"
"MedDRA:10042298"	""	"EFO:1001194"	"subacute thyroiditis"	"EFO"	"EFO"	"1"
"MedDRA:10039061"	""	"EFO:1001161"	"rheumatic heart disease"	"EFO"	"EFO"	"1"
"MedDRA:10041524"	""	"EFO:0003105"	"spina bifida"	"EFO"	"EFO"	"1"
"MedDRA:10001935"	""	"EFO:0008559"	"American trypanosomiasis"	"EFO"	"EFO"	"1"
"MedDRA:10036012"	""	"EFO:0007450"	"poliomyelitis"	"EFO"	"EFO"	"1"
"MedDRA:10011400"	""	"EFO:0005622"	"Crohn's colitis"	"EFO"	"EFO"	"1"
"MedDRA:10010618"	""	"EFO:0007218"	"congenital rubella"	"EFO"	"EFO"	"1"
"MedDRA:10047058"	""	"EFO:0004718"	"vascular dementia"	"EFO"	"EFO"	"1"
"MedDRA:10009102"	""	"EFO:0006343"	"chronic periodontitis"	"EFO"	"EFO"	"1"
"MedDRA:10035598"	""	"EFO:0009637"	"pleural effusion"	"EFO"	"EFO"	"1"
"MedDRA:10036316"	""	"EFO:0001358"	"post-traumatic stress disorder"	"EFO"	"EFO"	"1"
"MedDRA:10063401"	""	"EFO:0008520"	"primary progressive multiple sclerosis"	"EFO"	"EFO"	"1"
"MedDRA:10012713"	""	"EFO:0008561"	"diaphragmatic hernia"	"EFO"	"EFO"	"1"
